,日期,收盘价(元)
259,2016/03/07,32.9676001213385
260,2016/03/08,32.7402284741806
261,2016/03/09,32.5570416792837
262,2016/03/10,32.6035722062417
263,2016/03/11,32.8256149079888
264,2016/03/14,32.49766537437
265,2016/03/15,32.1070334421459
266,2016/03/16,31.355554465012
267,2016/03/17,29.9471719903739
268,2016/03/18,30.2073846370058
269,2016/03/21,33.1676518565214
270,2016/03/22,33.0787092724158
271,2016/03/23,34.1318189515865
272,2016/03/24,31.6154759136826
273,2016/03/25,28.9623817244616
274,2016/03/28,28.4680176243304
275,2016/03/29,28.843349380654
276,2016/03/30,28.7675400992106
277,2016/03/31,29.4678175850786
278,2016/04/01,29.1259035232053
279,2016/04/05,29.5492357246527
280,2016/04/06,28.83779760423
281,2016/04/07,27.1348860677847
282,2016/04/08,25.9186133917327
283,2016/04/11,25.6160569928289
284,2016/04/12,24.7352974087306
285,2016/04/13,24.6000989335766
286,2016/04/14,24.1416820959451
287,2016/04/15,24.1250092359379
288,2016/04/18,24.0923588345608
289,2016/04/19,23.236848200902
290,2016/04/20,23.5382883163478
291,2016/04/21,22.7661083304186
292,2016/04/22,21.5459647148081
293,2016/04/25,22.3002185893734
294,2016/04/26,22.7749220700938
295,2016/04/27,22.6172188521548
296,2016/04/28,21.3168143717997
297,2016/04/29,20.4213520784827
298,2016/05/03,20.2491565216385
299,2016/05/04,19.6973743299752
300,2016/05/05,19.4216664358864
301,2016/05/06,20.1904873109217
302,2016/05/09,23.2046972709394
303,2016/05/10,21.8152957981475
304,2016/05/11,20.2856563838681
305,2016/05/12,20.2758649377742
306,2016/05/13,19.6057688005962
307,2016/05/16,19.3529972804099
308,2016/05/17,18.905467938049
309,2016/05/18,18.935597885546
310,2016/05/19,18.162751316809
311,2016/05/20,16.9938238590521
312,2016/05/23,16.4814158963133
313,2016/05/24,16.3437990085855
314,2016/05/25,17.0818937316688
315,2016/05/26,15.8171582288657
316,2016/05/27,15.248213764693
317,2016/05/30,15.5914449272462
318,2016/05/31,18.5899162799039
319,2016/06/01,18.1569908897017
320,2016/06/02,17.8871304484059
321,2016/06/03,18.237518751681
322,2016/06/06,18.4628179853449
323,2016/06/07,18.244785721359
324,2016/06/08,18.6331023712794
325,2016/06/13,19.8403201872846
326,2016/06/14,19.1992419744631
327,2016/06/15,16.8711513038366
328,2016/06/16,16.4203753080068
329,2016/06/17,14.1505506421437
330,2016/06/20,15.6664156014554
331,2016/06/21,15.6589118557277
332,2016/06/22,16.4663636495458
333,2016/06/23,17.3822089321422
334,2016/06/24,17.6271341808923
335,2016/06/27,17.2398840946223
336,2016/06/28,16.3905167388847
337,2016/06/29,15.9935992393815
338,2016/06/30,15.5654844411728
339,2016/07/01,15.2319853797775
340,2016/07/04,15.4264691200606
341,2016/07/05,15.6745497468504
342,2016/07/06,15.6737715371553
343,2016/07/07,16.3964069378052
344,2016/07/08,16.3590546680715
345,2016/07/11,16.1608283071934
346,2016/07/12,16.4243127278529
347,2016/07/13,17.1981690978822
348,2016/07/14,16.9385705234467
349,2016/07/15,17.1197295919552
350,2016/07/18,17.7757769987682
351,2016/07/19,17.647374774082
352,2016/07/20,17.4510105583916
353,2016/07/21,17.516895623583
354,2016/07/22,16.8263678618646
355,2016/07/25,16.7915216587114
356,2016/07/26,16.3955597507397
357,2016/07/27,17.0521440645137
358,2016/07/28,15.8373823651174
359,2016/07/29,15.7387972094225
360,2016/08/01,15.7544945759886
361,2016/08/02,15.2667821147386
362,2016/08/03,14.805004773384
363,2016/08/04,14.4512518659438
364,2016/08/05,14.214345559867
365,2016/08/08,14.1586299005109
366,2016/08/09,13.7064991882328
367,2016/08/10,13.7942649477083
368,2016/08/11,13.8617218722733
369,2016/08/12,14.1392502001686
370,2016/08/15,18.5201302326748
371,2016/08/16,16.5512722165041
372,2016/08/17,16.8001846784316
373,2016/08/18,16.9980729328073
374,2016/08/19,17.3986924820155
375,2016/08/22,17.3344194638535
376,2016/08/23,16.6812471797884
377,2016/08/24,16.7544539344708
378,2016/08/25,17.3008770631325
379,2016/08/26,17.0367323231111
380,2016/08/29,17.2717800923083
381,2016/08/30,17.3099123749274
382,2016/08/31,17.8016176886501
383,2016/09/01,17.7827393213653
384,2016/09/02,17.8363258117752
385,2016/09/05,17.9119287656016
386,2016/09/06,17.7863237163253
387,2016/09/07,17.8271393326103
388,2016/09/08,17.3376555199334
389,2016/09/09,16.0936676064334
390,2016/09/12,16.3100163950239
391,2016/09/13,14.952251088552
392,2016/09/14,15.0411261417655
393,2016/09/19,14.7611010259684
394,2016/09/20,14.3396864274213
395,2016/09/21,14.6222779440314
396,2016/09/22,13.4980281310403
397,2016/09/23,12.1638581396493
398,2016/09/26,13.0867788687921
399,2016/09/27,13.181344346995
400,2016/09/28,13.3496379279605
401,2016/09/29,12.2083283672525
402,2016/09/30,13.3526355584754
403,2016/10/10,14.1356958143031
404,2016/10/11,13.40647286341
405,2016/10/12,13.3305243597131
406,2016/10/13,12.989255339084
407,2016/10/14,12.3282913469153
408,2016/10/17,11.9932294905784
409,2016/10/18,12.3114308816417
410,2016/10/19,12.6011750636779
411,2016/10/20,12.2071707019414
412,2016/10/21,11.93999264299
413,2016/10/24,13.0070408136769
414,2016/10/25,13.3308047125735
415,2016/10/26,13.5578344455569
416,2016/10/27,13.2249472214765
417,2016/10/28,13.3400676694698
418,2016/10/31,13.360500450933
419,2016/11/01,13.622133453499
420,2016/11/02,13.9289423513876
421,2016/11/03,15.0108940122081
422,2016/11/04,14.970210752897
423,2016/11/07,16.2845872031562
424,2016/11/08,16.1136401314463
425,2016/11/09,15.5071652862461
426,2016/11/10,14.1683862751503
427,2016/11/11,13.9440247187876
428,2016/11/14,14.6398089644641
429,2016/11/15,14.5331479955161
430,2016/11/16,14.2092336915144
431,2016/11/17,13.8232593549299
432,2016/11/18,12.6198586623812
433,2016/11/21,12.3505763188017
434,2016/11/22,13.0970160011112
435,2016/11/23,13.4993824917241
436,2016/11/24,13.6681397199257
437,2016/11/25,13.5228284285288
438,2016/11/28,15.7882344826286
439,2016/11/29,16.9777699815001
440,2016/11/30,16.9433014806393
441,2016/12/01,16.5639815255876
442,2016/12/02,16.5902719720245
443,2016/12/05,16.7435203400363
444,2016/12/06,16.1219004171098
445,2016/12/07,15.6688193374142
446,2016/12/08,14.4582806454924
447,2016/12/09,14.5962037070456
448,2016/12/12,16.0750410383802
449,2016/12/13,15.8795503832088
450,2016/12/14,16.112681434533
451,2016/12/15,18.3688826068553
452,2016/12/16,16.5379553740379
453,2016/12/19,16.8495578522968
454,2016/12/20,18.5292350142582
455,2016/12/21,17.2820319116986
456,2016/12/22,17.5337087309467
457,2016/12/23,17.0548308214289
458,2016/12/26,17.3070116255769
459,2016/12/27,18.2332995569373
460,2016/12/28,18.1112564169064
461,2016/12/29,17.3347841439296
462,2016/12/30,17.2224691609695
463,2017/01/03,16.3950879742218
464,2017/01/04,15.3634306856822
465,2017/01/05,14.990952253923
466,2017/01/06,14.6813579534804
467,2017/01/09,14.2617095546167
468,2017/01/10,13.8232780717978
469,2017/01/11,13.7318948975107
470,2017/01/12,13.4393644886237
471,2017/01/13,13.1705192887085
472,2017/01/16,13.301955123644
473,2017/01/17,12.1554257261722
474,2017/01/18,11.9652412431886
475,2017/01/19,11.8390546026906
476,2017/01/20,10.5433655971127
477,2017/01/23,11.1712102881408
478,2017/01/24,11.0394358262839
479,2017/01/25,10.916813526804
480,2017/01/26,10.8903413912954
481,2017/02/03,11.9329870780921
482,2017/02/06,12.1318782897591
483,2017/02/07,11.9988560895879
484,2017/02/08,12.3758506152794
485,2017/02/09,12.3124811335649
486,2017/02/10,12.236315829294
487,2017/02/13,12.0483050008835
488,2017/02/14,11.3604264538171
489,2017/02/15,11.071388124778
490,2017/02/16,11.2877592985525
491,2017/02/17,11.3079148967024
492,2017/02/20,12.5866887873829
493,2017/02/21,12.7921164033842
494,2017/02/22,12.5133597823281
495,2017/02/23,11.5227300753809
496,2017/02/24,11.6473048725804
497,2017/02/27,12.1299512431722
498,2017/02/28,11.9758064252418
499,2017/03/01,11.7581604011572
500,2017/03/02,11.788437979396
501,2017/03/03,11.7281926468268
502,2017/03/06,11.4220001890402
503,2017/03/07,11.3613552113406
504,2017/03/08,10.5168723651407
505,2017/03/09,10.6813066687391
506,2017/03/10,10.2995047303169
507,2017/03/13,10.3018234074933
508,2017/03/14,10.3610900299457
509,2017/03/15,11.1041482148565
510,2017/03/16,10.1740265722782
511,2017/03/17,8.20603257834023
512,2017/03/20,8.62752139999836
513,2017/03/21,8.99952519136981
514,2017/03/22,9.13209229145288
515,2017/03/23,8.9836516746147
516,2017/03/24,8.98252642552573
517,2017/03/27,9.79488994663321
518,2017/03/28,9.88738206999339
519,2017/03/29,9.56243298247082
520,2017/03/30,9.5557808464998
521,2017/03/31,9.14429726412895
522,2017/04/05,9.79713723421724
523,2017/04/06,9.66336305911471
524,2017/04/07,9.57959627955114
525,2017/04/10,9.64231291984186
526,2017/04/11,9.51611899429139
527,2017/04/12,9.49755302517662
528,2017/04/13,9.52815852916842
529,2017/04/14,9.9909818966641
530,2017/04/17,9.77797363795768
531,2017/04/18,9.77650026926416
532,2017/04/19,10.1483241022749
533,2017/04/20,9.73521436247906
534,2017/04/21,8.96668700845422
535,2017/04/24,9.6038435318538
536,2017/04/25,9.22374363945268
537,2017/04/26,8.83151317857105
538,2017/04/27,8.68650458852228
539,2017/04/28,8.68105888944423
540,2017/05/02,8.81569493899481
541,2017/05/03,8.7547827528561
542,2017/05/04,8.67258426622637
543,2017/05/05,8.89649869907264
544,2017/05/08,8.97540102787433
545,2017/05/09,8.60325713256288
546,2017/05/10,8.14639791522041
547,2017/05/11,8.32709970970601
548,2017/05/12,8.42254741280401
549,2017/05/15,8.72497099728844
550,2017/05/16,8.67208936753799
551,2017/05/17,8.27023456447339
552,2017/05/18,8.22822690252159
553,2017/05/19,8.74560240785647
554,2017/05/22,8.6804549822269
555,2017/05/23,9.45096176199841
556,2017/05/24,9.4829330288282
557,2017/05/25,12.9250610227351
558,2017/05/26,10.97436254283
559,2017/05/31,12.4263082201108
560,2017/06/01,12.5676699668128
561,2017/06/02,12.70726803305
562,2017/06/05,12.2237728575088
563,2017/06/06,12.2679722606761
564,2017/06/07,13.8048036677204
565,2017/06/08,14.3514380038386
566,2017/06/09,15.5101219368439
567,2017/06/12,15.9185223547617
568,2017/06/13,15.4973228537402
569,2017/06/14,14.5975741410987
570,2017/06/15,13.8949564724458
571,2017/06/16,13.1860840906942
572,2017/06/19,13.8263754230965
573,2017/06/20,14.0686990101585
574,2017/06/21,13.4351214705725
575,2017/06/22,13.8471539116295
576,2017/06/23,14.3979648142896
577,2017/06/26,15.5875267340217
578,2017/06/27,15.0873262105385
579,2017/06/28,15.2132627672408
580,2017/06/29,14.7944389557684
581,2017/06/30,14.6854610387807
582,2017/07/03,14.1510211317728
583,2017/07/04,13.2500040503908
584,2017/07/05,14.6010250770411
585,2017/07/06,14.2227609242621
586,2017/07/07,14.223634856559
587,2017/07/10,14.3558668450057
588,2017/07/11,13.892987213017
589,2017/07/12,15.070705395926
590,2017/07/13,15.4930137945828
591,2017/07/14,16.3196083691588
592,2017/07/17,18.469342687839
593,2017/07/18,17.8843995465695
594,2017/07/19,17.6945335369836
595,2017/07/20,18.4549223578985
596,2017/07/21,16.4048984708779
597,2017/07/24,16.0986244622599
598,2017/07/25,15.530898953232
599,2017/07/26,16.1522624962987
600,2017/07/27,16.1963894884428
601,2017/07/28,15.9366236128272
602,2017/07/31,16.1580355025462
603,2017/08/01,16.1439944697688
604,2017/08/02,15.8932296078224
605,2017/08/03,15.3297843044819
606,2017/08/04,14.8998601706825
607,2017/08/07,15.3509745124502
608,2017/08/08,14.9515010893819
609,2017/08/09,14.0137845953899
610,2017/08/10,13.421685353352
611,2017/08/11,14.310187685078
612,2017/08/14,14.0218793097422
613,2017/08/15,13.7421452721819
614,2017/08/16,13.5791200290699
615,2017/08/17,13.4304327992176
616,2017/08/18,12.7628130241403
617,2017/08/21,12.4393750132136
618,2017/08/22,11.8269450540309
619,2017/08/23,12.530424174699
620,2017/08/24,12.6021704547694
621,2017/08/25,14.3253539326049
622,2017/08/28,15.2499667182983
623,2017/08/29,15.195559552021
624,2017/08/30,14.8098687411708
625,2017/08/31,14.7541053430979
626,2017/09/01,14.6997717286341
627,2017/09/04,15.376733469852
628,2017/09/05,15.5199403256057
629,2017/09/06,15.6536943131992
630,2017/09/07,14.8911434585776
631,2017/09/08,14.6407966762299
632,2017/09/11,15.4686576288898
633,2017/09/12,15.593466994875
634,2017/09/13,15.7234412786951
635,2017/09/14,14.1940392015009
636,2017/09/15,13.6136432177221
637,2017/09/18,13.7557443948881
638,2017/09/19,12.8413846174401
639,2017/09/20,12.6580862248248
640,2017/09/21,12.7311849817587
641,2017/09/22,12.0255803314435
642,2017/09/25,12.5785117397905
643,2017/09/26,12.4936329071079
644,2017/09/27,12.0244336143984
645,2017/09/28,10.34799852568
646,2017/09/29,10.9784497810996
647,2017/10/09,11.690263317704
648,2017/10/10,11.8059237489064
649,2017/10/11,11.244970316
650,2017/10/12,10.8769227143753
651,2017/10/13,10.8529847154514
652,2017/10/16,10.7623317429717
653,2017/10/17,10.4229105071842
654,2017/10/18,10.0717864441812
655,2017/10/19,10.2511162512966
656,2017/10/20,9.7951024861881
657,2017/10/23,9.95707740650995
658,2017/10/24,11.4117712011634
659,2017/10/25,11.1722279776332
660,2017/10/26,11.2381257916243
661,2017/10/27,10.5364928904665
662,2017/10/30,11.4759021407729
663,2017/10/31,10.7576471568102
664,2017/11/01,10.4371621639126
665,2017/11/02,10.3546916364653
666,2017/11/03,10.1977958338039
667,2017/11/06,10.5017418476165
668,2017/11/07,9.78419865537107
669,2017/11/08,10.0461439172938
670,2017/11/09,10.437226933927
671,2017/11/10,11.5081655937116
672,2017/11/13,11.5287080135634
673,2017/11/14,11.6422465921845
674,2017/11/15,11.7826573447543
675,2017/11/16,11.3783080043195
676,2017/11/17,11.8242830256012
677,2017/11/20,14.2154616405598
678,2017/11/21,14.6883820522319
679,2017/11/22,15.8552093891147
680,2017/11/23,15.8660114146109
681,2017/11/24,16.695744216412
682,2017/11/27,17.5931399050583
683,2017/11/28,17.5446440238784
684,2017/11/29,18.0954560460584
685,2017/11/30,19.2939508037951
686,2017/12/01,20.6757664944063
687,2017/12/04,18.2074978578394
688,2017/12/05,17.3207855171617
689,2017/12/06,18.1258055546069
690,2017/12/07,17.2845394838791
691,2017/12/08,16.5239576282849
692,2017/12/11,16.2092067885966
693,2017/12/12,16.5232596960865
694,2017/12/13,16.3655031649016
